park_id,region_scope,list_level,level,country,province,city,park_name,latitude,longitude,boundary_type,construction_period,start_year,end_year,industry_group,industry_classification_note,source_title,source_url,source_date,public_data_status,data_note,recommended_focus
NAT-050,国内园区,国家级第一批,国家级,中国,新疆维吾尔自治区,乌鲁木齐市,新疆乌鲁木齐甘泉堡经济技术开发区,44.25,87.9,园中园,2025—2028,2025.0,2028.0,新能源装备与材料型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251226_1402632.html,2025-12-26,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
NAT-051,国内园区,国家级第一批,国家级,中国,新疆维吾尔自治区,巴音郭楞州,新疆库尔勒上库高新技术产业开发区,41.68,86.14,园中园,2025—2030,2025.0,2030.0,化工/石化型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251226_1402632.html,2025-12-26,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
NAT-052,国内园区,国家级第一批,国家级,中国,新疆生产建设兵团,石河子市,新疆生产建设兵团石河子经济技术开发区,44.3,86.06,园中园,2025—2028,2025.0,2028.0,冶金/战略材料型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251226_1402632.html,2025-12-26,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
GD-001,国内园区,广东省第一批,广东省级,中国,广东省,广州市,广州南沙大岗先进制造业基地,22.8,113.35,园中园,2026—2030,2026.0,2030.0,高新/先进制造型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,广东省级零碳园区名单公开信息,2026-07调研,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
GD-002,国内园区,广东省第一批,广东省级,中国,广东省,汕头市,汕头潮阳产业园区,23.25,116.6,园中园,2026—2030,2026.0,2030.0,生物医药/轻工型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,广东省级零碳园区名单公开信息,2026-07调研,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
GD-003,国内园区,广东省第一批,广东省级,中国,广东省,佛山市,佛山高新技术产业开发区狮山产业园,23.11,113.0,园中园,2026—2030,2026.0,2030.0,高新/先进制造型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,广东省级零碳园区名单公开信息,2026-07调研,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
GD-004,国内园区,广东省第一批,广东省级,中国,广东省,河源市,河源市高新技术开发区,23.73,114.7,整体,2026—2028,2026.0,2028.0,高新/先进制造型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,广东省级零碳园区名单公开信息,2026-07调研,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
GD-005,国内园区,广东省第一批,广东省级,中国,广东省,梅州市,梅州融湾产业园区,24.29,116.12,园中园,2025—2030,2025.0,2030.0,高新/先进制造型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,广东省级零碳园区名单公开信息,2026-07调研,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
GD-006,国内园区,广东省第一批,广东省级,中国,广东省,惠州市,惠州惠城高新技术产业开发区,23.08,114.4,整体,2025—2030,2025.0,2030.0,新能源装备与材料型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,广东省级零碳园区名单公开信息,2026-07调研,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
GD-007,国内园区,广东省第一批,广东省级,中国,广东省,汕尾市,汕尾红海湾产业园区,22.67,115.56,园中园,2026—2030,2026.0,2030.0,新能源装备与材料型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,广东省级零碳园区名单公开信息,2026-07调研,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
GD-008,国内园区,广东省第一批,广东省级,中国,广东省,中山市,中山翠亨新区产业园区,22.48,113.54,园中园,2026—2030,2026.0,2030.0,生物医药/轻工型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,广东省级零碳园区名单公开信息,2026-07调研,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
GD-009,国内园区,广东省第一批,广东省级,中国,广东省,江门市,江门台山产业园区,22.25,112.78,园中园,2026—2030,2026.0,2030.0,冶金/战略材料型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,广东省级零碳园区名单公开信息,2026-07调研,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
GD-010,国内园区,广东省第一批,广东省级,中国,广东省,阳江市,阳江滨海新区（阳江高新区）园中园,21.86,111.98,园中园,2025—2030,2025.0,2030.0,临港物流/综合产业型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,广东省级零碳园区名单公开信息,2026-07调研,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
GD-011,国内园区,广东省第一批,广东省级,中国,广东省,湛江市,湛江经济技术开发区（东海岛）园中园,21.27,110.36,园中园,2026—2030,2026.0,2030.0,临港物流/综合产业型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,广东省级零碳园区名单公开信息,2026-07调研,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
GD-012,国内园区,广东省第一批,广东省级,中国,广东省,茂名市,茂名滨海新区绿色化工和氢能产业园区,21.47,111.01,整体,2026—2030,2026.0,2030.0,化工/石化型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,广东省级零碳园区名单公开信息,2026-07调研,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
GD-013,国内园区,广东省第一批,广东省级,中国,广东省,肇庆市,肇庆大旺新能源智能汽车产业城,23.3,112.82,园中园,2026—2030,2026.0,2030.0,高新/先进制造型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,广东省级零碳园区名单公开信息,2026-07调研,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
GD-014,国内园区,广东省第一批,广东省级,中国,广东省,潮州市,潮州市新材料产业园,23.66,116.63,园中园,2025—2030,2025.0,2030.0,生物医药/轻工型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,广东省级零碳园区名单公开信息,2026-07调研,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
GD-015,国内园区,广东省第一批,广东省级,中国,广东省,云浮市,云浮新兴产业园区,22.7,112.23,整体,2026—2030,2026.0,2030.0,冶金/战略材料型,基于公开产业信息的调研分类，正式使用前应由园区确认,公开数据主表与国家/广东零碳园区名单,广东省级零碳园区名单公开信息,2026-07调研,名录与建设信息已登记；运行数据待补,现有公开信息可用于名录、区域、建设范围和周期展示，不能替代园区能源平衡表、碳排放台账和项目可研。,先核实边界和基准年台账，再编制项目清单并对照国家指标。
I001,国际案例,国际参考案例,国际案例,丹麦,西兰大区,Kalundborg,Kalundborg Symbiosis,55.68,11.09,区域产业共生网络,持续演进,,,循环经济/工业共生,基于公开产业信息的调研分类，正式使用前应由园区确认,Kalundborg Symbiosis官方案例,https://www.symbiosis.dk/wp-content/uploads/2018/06/Press-text-Kalundborg-Symbiosis-Win-Win-Gothenburg-Sustainability-Award_ENG_final.pdf,2018,国际案例资料已登记；不作为国内验收依据,用于路径和治理方式参考；指标定义、价格和核算边界需转换后才能比较。,作为国际机制参照，重点借鉴其产业协同、综合能源或工业共生组织方式。
I002,国际案例,国际参考案例,国际案例,丹麦,中日德兰大区,Skive,GreenLab Skive,56.52,9.0,综合能源产业园,持续建设,,,综合能源/Power-to-X,基于公开产业信息的调研分类，正式使用前应由园区确认,GreenLab综合能源系统,https://www.greenlab.dk/become-a-site-partner/lot-a10-in-operation/,2026核验,国际案例资料已登记；不作为国内验收依据,用于路径和治理方式参考；指标定义、价格和核算边界需转换后才能比较。,作为国际机制参照，重点借鉴其产业协同、综合能源或工业共生组织方式。
I003,国际案例,国际参考案例,国际案例,新加坡,西南区,Jurong Island,Sustainable Jurong Island,1.26,103.69,能源与化工产业岛,2030/2050目标,,,化工/石化型,基于公开产业信息的调研分类，正式使用前应由园区确认,Singapore EDB Sustainable Jurong Island,https://www.edb.gov.sg/en/about-edb/media-releases-publications/sustainable-jurong-island-edb-outlines-plans-to-transform-jurong-island-into-a-sustainability-showcase-for-energy-and-chemicals.html,2021-11-23,国际案例资料已登记；不作为国内验收依据,用于路径和治理方式参考；指标定义、价格和核算边界需转换后才能比较。,作为国际机制参照，重点借鉴其产业协同、综合能源或工业共生组织方式。
I004,国际案例,国际参考案例,国际案例,韩国,蔚山广域市,Ulsan,Ulsan Mipo–Onsan EIP,35.5,129.37,大型重化工产业集群,持续转型,,,冶金/战略材料型,基于公开产业信息的调研分类，正式使用前应由园区确认,World Bank Eco-Industrial Parks case,https://www.worldbank.org/en/news/feature/2018/01/23/eco-industrial-parks-emerge-as-an-effective-approach-to-sustainable-growth,2018-01-23,国际案例资料已登记；不作为国内验收依据,用于路径和治理方式参考；指标定义、价格和核算边界需转换后才能比较。,作为国际机制参照，重点借鉴其产业协同、综合能源或工业共生组织方式。
I005,国际案例,国际参考案例,国际案例,日本,神奈川县,Kawasaki,Kawasaki Eco-Town,35.52,139.75,临海工业区与城市资源循环体系,持续演进,,,循环经济/工业共生,基于公开产业信息的调研分类，正式使用前应由园区确认,METI Eco-Town casebook,https://www.meti.go.jp/policy/recycle/main/3r_policy/policy/pdf/ecotown/ecotown_casebook/english.pdf,官方案例集,国际案例资料已登记；不作为国内验收依据,用于路径和治理方式参考；指标定义、价格和核算边界需转换后才能比较。,作为国际机制参照，重点借鉴其产业协同、综合能源或工业共生组织方式。
I006,国际案例,国际参考案例,国际案例,日本,福冈县,Kitakyushu,Kitakyushu Eco-Town,33.89,130.83,城市型循环经济与低碳示范区,持续演进,,,循环经济/工业共生,基于公开产业信息的调研分类，正式使用前应由园区确认,METI Eco-Town casebook,https://www.meti.go.jp/policy/recycle/main/3r_policy/policy/pdf/ecotown/ecotown_casebook/english.pdf,官方案例集,国际案例资料已登记；不作为国内验收依据,用于路径和治理方式参考；指标定义、价格和核算边界需转换后才能比较。,作为国际机制参照，重点借鉴其产业协同、综合能源或工业共生组织方式。
I007,国际案例,国际参考案例,国际案例,澳大利亚,西澳大利亚州,Kwinana,Kwinana Industrial Area,-32.24,115.78,重工业与港口产业集群,持续演进,,,冶金/战略材料型,基于公开产业信息的调研分类，正式使用前应由园区确认,Kwinana Industries Council,https://kic.org.au/industry/,2026核验,国际案例资料已登记；不作为国内验收依据,用于路径和治理方式参考；指标定义、价格和核算边界需转换后才能比较。,作为国际机制参照，重点借鉴其产业协同、综合能源或工业共生组织方式。
I008,国际案例,国际参考案例,国际案例,越南,岘港市,Da Nang,Hoa Khanh Industrial Zone,16.06,108.15,传统工业区生态化改造,GEIPP转型,,,综合/其他型,基于公开产业信息的调研分类，正式使用前应由园区确认,UNIDO GEIPP resource efficiency story,https://www.unido.org/stories/eco-industrial-parks-resource-efficiency-and-industrial-symbiosis,2023-12-13,国际案例资料已登记；不作为国内验收依据,用于路径和治理方式参考；指标定义、价格和核算边界需转换后才能比较。,作为国际机制参照，重点借鉴其产业协同、综合能源或工业共生组织方式。
I009,国际案例,国际参考案例,国际案例,哥伦比亚,考卡省,Puerto Tejada,Zona Franca del Cauca,3.23,-76.42,自由贸易工业园,GEIPP转型,,,综合/其他型,基于公开产业信息的调研分类，正式使用前应由园区确认,GEIPP Zona Franca del Cauca,https://geipp.org/service/zona-franca-del-cauca/,2026核验,国际案例资料已登记；不作为国内验收依据,用于路径和治理方式参考；指标定义、价格和核算边界需转换后才能比较。,作为国际机制参照，重点借鉴其产业协同、综合能源或工业共生组织方式。
I010,国际案例,国际参考案例,国际案例,哥伦比亚,考卡山谷省,Palmira,Zona Franca del Pacífico,3.53,-76.3,70公顷自由贸易工业园,GEIPP转型,,,综合能源/Power-to-X,基于公开产业信息的调研分类，正式使用前应由园区确认,GEIPP Zona Franca del Pacífico,https://geipp.org/service/zona-franca-del-pacifico/,2026核验,国际案例资料已登记；不作为国内验收依据,用于路径和治理方式参考；指标定义、价格和核算边界需转换后才能比较。,作为国际机制参照，重点借鉴其产业协同、综合能源或工业共生组织方式。
I011,国际案例,国际参考案例,国际案例,秘鲁,利马大区,Chilca,La Chutana Industrial Park,-12.38,-76.76,大型工业园,GEIPP转型,,,综合/其他型,基于公开产业信息的调研分类，正式使用前应由园区确认,GEIPP La Chutana,https://geipp.org/service/la-chutana/,2026核验,国际案例资料已登记；不作为国内验收依据,用于路径和治理方式参考；指标定义、价格和核算边界需转换后才能比较。,作为国际机制参照，重点借鉴其产业协同、综合能源或工业共生组织方式。
I012,国际案例,国际参考案例,国际案例,秘鲁,皮乌拉大区,Piura,Piura Futura Industrial Park,-5.13,-80.63,100公顷工业园,GEIPP转型,,,综合/其他型,基于公开产业信息的调研分类，正式使用前应由园区确认,GEIPP Piura Futura,https://geipp.org/service/piura-futura/,2026核验,国际案例资料已登记；不作为国内验收依据,用于路径和治理方式参考；指标定义、价格和核算边界需转换后才能比较。,作为国际机制参照，重点借鉴其产业协同、综合能源或工业共生组织方式。
