evidence_id,park_id,date,evidence_type,metric,value,unit,statement,caveat,source_url,source_title,publisher,year
S3E-0068,NAT-041,2025,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/P020251226365885650791.pdf,国家级零碳园区建设名单（第一批）,国家发展和改革委员会,2025
S3E-0069,NAT-042,2025,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/P020251226365885650791.pdf,园区循环化改造公开文件,国家发展和改革委员会,2025
S3E-0070,NAT-043,2025,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/P020251226365885650791.pdf,园区循环化改造公开文件,国家发展和改革委员会,2025
S3E-0071,NAT-044,2025,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/P020251226365885650791.pdf,国家级零碳园区建设名单（第一批）,国家发展和改革委员会,2025
S3E-0072,NAT-045,2025,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/P020251226365885650791.pdf,国家级零碳园区建设名单（第一批）,国家发展和改革委员会,2025
S3E-0073,NAT-046,2025,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/P020251226365885650791.pdf,国家级零碳园区建设名单（第一批）,国家发展和改革委员会,2025
S3E-0074,NAT-047,2025,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/P020251226365885650791.pdf,国家级零碳园区建设名单（第一批）,国家发展和改革委员会,2025
S3E-0075,NAT-048,2025,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/P020251226365885650791.pdf,国家级零碳园区建设名单（第一批）,国家发展和改革委员会,2025
S3E-0076,NAT-049,2025,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/P020251226365885650791.pdf,国家级零碳园区建设名单（第一批）,国家发展和改革委员会,2025
S3E-0077,NAT-050,2025,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/P020251226365885650791.pdf,国家级零碳园区建设名单（第一批）,国家发展和改革委员会,2025
S3E-0078,NAT-051,2025,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/P020251226365885650791.pdf,园区循环化改造公开文件,国家发展和改革委员会,2025
S3E-0079,NAT-052,2025,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/P020251226365885650791.pdf,园区循环化改造公开文件,国家发展和改革委员会,2025
S3E-0080,GD-001,2026,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,,广东省零碳园区建设名单（第一批）,广东省有关主管部门,2026
S3E-0081,GD-002,2026,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,,广东省零碳园区建设名单（第一批）,广东省有关主管部门,2026
S3E-0082,GD-003,2026,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,,广东省零碳园区建设名单（第一批）,广东省有关主管部门,2026
S3E-0083,GD-004,2026,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,,广东省零碳园区建设名单（第一批）,广东省有关主管部门,2026
S3E-0084,GD-005,2026,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,,广东省零碳园区建设名单（第一批）,广东省有关主管部门,2026
S3E-0085,GD-006,2026,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,,广东省零碳园区建设名单（第一批）,广东省有关主管部门,2026
S3E-0086,GD-007,2026,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,,广东省零碳园区建设名单（第一批）,广东省有关主管部门,2026
S3E-0087,GD-008,2026,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,,广东省零碳园区建设名单（第一批）,广东省有关主管部门,2026
S3E-0088,GD-009,2026,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,,广东省零碳园区建设名单（第一批）,广东省有关主管部门,2026
S3E-0089,GD-010,2026,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,,广东省零碳园区建设名单（第一批）,广东省有关主管部门,2026
S3E-0021,GD-011,2024,阶段3.6公开证据,规上工业企业工业总产值,936.74,亿元,规上工业企业工业总产值已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,https://www.zhanjiang.gov.cn/qxdt/content/post_2066816.html,园区公开证据,中国政府网,2024
S3E-0022,GD-011,2025,阶段3.6公开证据,园区产业关联度,,%,园区产业关联度已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,https://www.zhanjiang.gov.cn/qxdt/content/post_2066816.html,园区公开证据,中国政府网,2025
S3E-0023,GD-011,2024,阶段3.6公开证据,环境空气质量达标率,97.8,%,环境空气质量达标率已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,https://www.zhanjiang.gov.cn/zwgk/sjfb/tjgb/content/post_2026438.html,园区公开证据,中国政府网,2024
S3E-0024,GD-011,2025,阶段3.6公开证据,再生水回用率,,%,再生水回用率已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,https://epaper.nfnews.com/m/ipaper/nfrb/html/202509/24/content_10148558.html,园区公开证据,公开资料发布机构,2025
S3E-0025,GD-011,2025,阶段3.6公开证据,绿色工厂与绿色供应链企业数量,1,个,绿色工厂与绿色供应链企业数量已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,https://gdii.gd.gov.cn/attachment/0/596/596575/4788283.pdf,园区公开证据,中国政府网,2025
S3E-0090,GD-011,2026,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,,广东省零碳园区建设名单（第一批）,广东省有关主管部门,2026
S3E-0026,GD-011,2026,阶段3.6公开证据,智慧园区建设水平,,等级,智慧园区建设水平已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,https://www.zhanjiang.gov.cn/zwgk/zwzt/szzf/mtbd/content/post_2196830.html,园区公开证据,中国政府网,2026
S3E-0027,GD-011,2022,阶段3.6公开证据,省级以上智能工厂占比,1,个,省级以上智能工厂占比已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,https://www.miit.gov.cn/cms_files/filemanager/1226211233/attach/202212/ab522075bb8a4fd191a3b4d5c8f856f2.pdf,绿色制造名单公告附件,工业和信息化部,2022
S3E-0019,GD-012,2025年前三季度,阶段3.6公开证据,规上工业企业工业总产值,84.51,亿元,规上工业企业工业总产值已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,https://static.nfnews.com/content/202512/17/c12002063.html,园区公开证据,公开资料发布机构,2025年前三季度
S3E-0020,GD-012,2023,阶段3.6公开证据,技术引进与合作成果,,%,技术引进与合作成果已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,https://static.nfapp.southcn.com/content/202309/25/c8137079.html,园区公开证据,公开资料发布机构,2023
S3E-0091,GD-012,2026,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,,广东省零碳园区建设名单（第一批）,广东省有关主管部门,2026
S3E-0092,GD-013,2026,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,,广东省零碳园区建设名单（第一批）,广东省有关主管部门,2026
S3E-0093,GD-014,2026,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,,广东省零碳园区建设名单（第一批）,广东省有关主管部门,2026
S3E-0094,GD-015,2026,阶段3.6公开证据,绿色低碳官方认定状态,1,项,绿色低碳官方认定状态已有公开证据；正式评价前仍需核对园区边界、年度和口径。,公开数据仅作为证据，不等同于综合绿色绩效；缺失不得解释为0。,,广东省零碳园区建设名单（第一批）,广东省有关主管部门,2026
